symbol,base_asset,contract_type,quote_asset,status,onboard_date,price_precision,quantity_precision,quote_volume_24h,last_price,eligible,rejection_reason
ETHUSDT,ETH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,21653011719.09,2349.48,True,
BTCUSDT,BTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,20770530470.09,74980.1,True,
ETHUSDC,ETH,PERPETUAL,USDC,TRADING,2024-01-03 12:35:00+00:00,2,3,4994047343.72,2348.9,True,
BTCUSDC,BTC,PERPETUAL,USDC,TRADING,2024-01-03 12:30:00+00:00,1,3,4061198334.7,74987.1,True,
SOLUSDT,SOL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,2,2994427690.5711,95.51,True,
XRPUSDT,XRP,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,1,1308704942.4605,1.5399,True,
1000PEPEUSDT,1000PEPE,PERPETUAL,USDT,TRADING,2023-05-05 00:00:00+00:00,7,0,1130527151.1487582,0.0039798,True,
DOGEUSDT,DOGE,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,6,0,1066111009.98819,0.10286,True,
ZECUSDT,ZEC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,890141699.06,275.0,True,
GUSDT,G,PERPETUAL,USDT,TRADING,2024-08-15 12:30:00+00:00,7,0,649808427.184496,0.005223,True,
RIVERUSDT,RIVER,PERPETUAL,USDT,TRADING,2025-10-17 14:45:00+00:00,6,1,628228295.0838,19.93,True,
TAOUSDT,TAO,PERPETUAL,USDT,TRADING,2024-04-11 14:30:00+00:00,2,3,589137056.18,276.98,True,
HYPEUSDT,HYPE,PERPETUAL,USDT,TRADING,2025-05-30 10:30:00+00:00,5,2,532431020.20676,40.364,True,
BNBUSDT,BNB,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,523672420.046,681.09,True,
SOLUSDC,SOL,PERPETUAL,USDC,TRADING,2024-01-03 12:45:00+00:00,4,2,470282693.4858,95.51,True,
PIPPINUSDT,PIPPIN,PERPETUAL,USDT,TRADING,2025-01-24 10:15:00+00:00,7,0,388236734.47713,0.19074,True,
TRUMPUSDT,TRUMP,PERPETUAL,USDT,TRADING,2025-01-18 13:00:00+00:00,6,2,386447918.67135,3.886,True,
ADAUSDT,ADA,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,5,0,351052291.2094,0.2898,True,
SUIUSDT,SUI,PERPETUAL,USDT,TRADING,2023-05-03 00:00:00+00:00,6,1,278205657.00204,1.0561,True,
SIRENUSDT,SIREN,PERPETUAL,USDT,TRADING,2025-03-22 09:00:00+00:00,7,0,272650732.7212,0.4996,True,
DOTUSDT,DOT,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,1,264798173.127,1.626,True,
XRPUSDC,XRP,PERPETUAL,USDC,TRADING,2024-01-03 12:50:00+00:00,4,1,239296786.9111,1.5399,True,
AVAXUSDT,AVAX,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,0,237322890.915,10.489,True,
FETUSDT,FET,PERPETUAL,USDT,TRADING,2023-01-15 07:00:00+00:00,7,0,219745250.5702,0.2334,True,
FILUSDT,FIL,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,1,210559463.526,0.984,True,
LINKUSDT,LINK,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,3,2,209937377.927,9.924,True,
NEARUSDT,NEAR,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,0,208614420.85,1.492,True,
PAXGUSDT,PAXG,PERPETUAL,USDT,TRADING,2025-03-27 10:30:00+00:00,4,3,200337937.6384,4986.25,True,
WIFUSDT,WIF,PERPETUAL,USDT,TRADING,2024-01-18 14:15:00+00:00,7,1,147767891.16596,0.1895,True,
FARTCOINUSDT,FARTCOIN,PERPETUAL,USDT,TRADING,2024-12-20 18:45:00+00:00,7,1,132072475.01318,0.209,True,
BCHUSDT,BCH,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,120205323.37,477.9,True,
ENAUSDT,ENA,PERPETUAL,USDT,TRADING,2024-04-02 12:30:00+00:00,7,0,118778697.2192,0.1189,True,
LTCUSDT,LTC,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,2,3,116148255.01,58.74,True,
PUMPUSDT,PUMP,PERPETUAL,USDT,TRADING,2025-07-10 07:30:00+00:00,7,0,114985173.93581,0.002127,True,
UNIUSDT,UNI,PERPETUAL,USDT,TRADING,2019-09-25 08:00:00+00:00,4,0,114855709.312,4.132,True,
ASTERUSDT,ASTER,PERPETUAL,USDT,TRADING,2025-09-19 12:00:00+00:00,7,0,112138423.3736,0.7465,True,
DEGOUSDT,DEGO,PERPETUAL,USDT,TRADING,2024-12-13 13:15:00+00:00,7,1,111438373.1436,1.2,True,
LYNUSDT,LYN,PERPETUAL,USDT,TRADING,2025-10-06 07:30:00+00:00,7,0,109496850.51261,0.06314,True,
